Date,Area,Region,Trigger,Depth,Width
3/15/2014,Lake Peak,Salt Lake,Skier,8,60
3/12/2014,Little Superior,Salt Lake,Skier,,200
3/12/2014,Mineral Fork,Salt Lake,Skier,,
3/12/2014,Monte Cristo,Salt Lake,Skier,4,40
3/12/2014,Two Trees,Salt Lake,Skier,6,20
3/12/2014,Bonkers,Salt Lake,Natural,,
3/11/2014,Hogum,Salt Lake,Natural,,500
3/8/2014,Broads Fork,Salt Lake,Natural,4,45
3/8/2014,Cardiac Bowl,Salt Lake,Skier,6,40
3/4/2014,Wilson Chutes,Salt Lake,Skier,10,15
3/1/2014,East Kessler,Salt Lake,Natural,,
3/1/2014,Red Baldy,Salt Lake,Natural,6,"1,000"
3/1/2014,Silver Fork,Salt Lake,Skier,14,80
3/1/2014,Cardiff Fork,Salt Lake,Natural,3.5,200
3/1/2014,Red Pine Gulch,Salt Lake,Natural,6,"1,000"
3/1/2014,Mineral Fork,Salt Lake,Natural,,150
3/1/2014,Sunset Peak,Salt Lake,Unknown,,
3/1/2014,Michigan City,Salt Lake,Skier,16,150
3/1/2014,East Bowl,Salt Lake,,,
2/28/2014,Cardiff Bowl,Salt Lake,Skier,8,40
2/28/2014,Flagstaff Ridge,Salt Lake,Skier,12,100
2/28/2014,Catchers Mit,Salt Lake,Natural,,
2/28/2014,Lackawaxen,Salt Lake,Snowboarder,12,50
2/28/2014,Pioneer Ridge,Salt Lake,Snowboarder,,100
2/28/2014,Lackawaxen,Salt Lake,Snowboarder,14,350
2/28/2014,Pink Pine,Salt Lake,Skier,12,80
2/28/2014,Big Cottonwood Canyon,Salt Lake,Snowboarder,14,150
2/28/2014,Toledo Chutes,Salt Lake,,,
2/28/2014,Two Dogs,Salt Lake,Unknown,12,100
2/28/2014,Squaretop,Salt Lake,Skier,10,30
2/28/2014,Catchers Mit,Salt Lake,Natural,15,40
2/27/2014,Patsy Marly,Salt Lake,Skier,4,100
2/26/2014,Mineral Fork,Salt Lake,Natural,4,

2/25/2014,Mineral Fork,Salt Lake,Natural,2.5,50
2/21/2014,Lake Desolation,Salt Lake,Unknown,4.5,175
2/19/2014,west porter,Salt Lake,Unknown,2,350
2/18/2014,Broads Fork,Salt Lake,,5,
2/18/2014,Broads Fork,Salt Lake,Natural,4,"1,000"
2/16/2014,Wilson Fork,Salt Lake,Natural,3,250
2/16/2014,Gobblers,Salt Lake,Natural,3,200
2/15/2014,Dutch Draw,Salt Lake,Natural,2,50
2/15/2014,Twin Lakes Pass,Salt Lake,Snowboarder,4,200
2/15/2014,Radar Love Bowl,Salt Lake,Skier,4,400
2/15/2014,Flagstaff Ridge,Salt Lake,,8,100
2/15/2014,Dutch Draw,Salt Lake,Unknown,2,50
2/14/2014,Little Cottonwood Canyon,Salt Lake,,,
2/14/2014,West Monitor,Salt Lake,Snowboarder,3,40
2/14/2014,Salt Lake,Salt Lake,,,
2/14/2014,Wolverine Cirque,Salt Lake,Natural,6,300
2/14/2014,Cardiff Fork,Salt Lake,Unknown,5,
2/14/2014,Cardiac Bowl,Salt Lake,Natural,6,"1,000"
2/14/2014,West Desolation Ridge,Salt Lake,Unknown,,
2/14/2014,West Desolation Ridge,Salt Lake,Natural,,
2/14/2014,Mill B South,Salt Lake,Natural,4,
2/14/2014,Red Rocks Chutes,Salt Lake,,,
2/14/2014,Lake Desolation,Salt Lake,Natural,5,200
2/14/2014,upper Days,Salt Lake,Natural,4,40
2/14/2014,Guild Line,Salt Lake,Natural,3.5,150
2/13/2014,Dutch Draw,Salt Lake,Unknown,,
2/13/2014,Scotts Peak,Salt Lake,Natural,2,200
2/12/2014,Lake Mary,Salt Lake,Skier,3,35
2/11/2014,Lake Mary,Salt Lake,Snowboarder,4,60
2/11/2014,Mineral Fork,Salt Lake,Skier,4,300
2/11/2014,Dutch Draw,Salt Lake,Snowboarder,12,
2/11/2014,Highline,Salt Lake,Natural,,500
2/11/2014,10420,Salt Lake,Natural,12,100
2/11/2014,Mars Hill,Salt Lake,Snowmobiler,4,90
2/11/2014,Toledo Chutes,Salt Lake,Skier,,80
2/10/2014,Grizzly Gulch,Salt Lake,Snowboarder,6,30
2/10/2014,West Monitor,Salt Lake,Skier,6,"1,000"
2/10/2014,Grizzly Gulch,Salt Lake,Skier,12,60
2/10/2014,Sound of Music,Salt Lake,Unknown,,
2/9/2014,West Desolation Ridge,Salt Lake,,5,
2/9/2014,Upper Mill Creek,Salt Lake,Skier,2,50
2/9/2014,South Squaretop,Salt Lake,Skier,2,80
2/9/2014,West Desolation Ridge,Salt Lake,Unknown,,
2/9/2014,Scotts Peak,Salt Lake,Natural,2,25
2/9/2014,West Willow,Salt Lake,,,
2/9/2014,Meadows,Salt Lake,,,
2/9/2014,Dougs Drop,Salt Lake,,,
2/9/2014,Little Water Peak,Salt Lake,Natural,16,150
2/8/2014,Upper Mill Creek,Salt Lake,Natural,,500
2/8/2014,Snake Creek,Salt Lake,Natural,,

2/8/2014,Lookout Peak,Salt Lake,Skier,2,125
2/8/2014,Scotts Bowl,Salt Lake,Natural,,150
2/8/2014,Snake Creek,Salt Lake,Skier,2,50
2/8/2014,Red Rocks Chutes,Salt Lake,Skier,2,350
2/8/2014,Tri-county Peak,Salt Lake,Snowmobiler,3,300
2/8/2014,White Pine,Salt Lake,Skier,2,80
2/8/2014,Summit Park,Salt Lake,Skier,14,80
2/8/2014,Doughnut Falls,Salt Lake,Natural,8,40
2/7/2014,Grizzly Gulch,Salt Lake,Natural,8,100
2/7/2014,Scotts Peak,Salt Lake,Natural,16,70
2/7/2014,Flagstaff Ridge,Salt Lake,Skier,20,100
2/6/2014,Monte Cristo,Salt Lake,Skier,10,40
2/6/2014,Argenta,Salt Lake,Skier,9,50
2/5/2014,White Pine,Salt Lake,Snowboarder,8,25
2/5/2014,,Salt Lake,Skier,,
2/5/2014,Mineral Fork,Salt Lake,Unknown,,100
2/5/2014,Lake Peak,Salt Lake,Skier,6,20
2/5/2014,Superior,Salt Lake,Skier,,
2/5/2014,Porter Fork,Salt Lake,Snowboarder,12,30
2/5/2014,Little Water Peak,Salt Lake,Unknown,,70
2/2/2014,High Ivory,Salt Lake,,9,350
1/31/2014,Emma Ridges,Salt Lake,Skier,10,30
1/31/2014,Sound of Music,Salt Lake,Skier,8,200
1/31/2014,Snake Creek,Salt Lake,Snowmobiler,10,100
1/30/2014,No Name Bowl,Salt Lake,Skier,11,80
1/30/2014,Chicken Sh#! Ridge,Salt Lake,Skier,12,30
1/30/2014,Lackawaxen,Salt Lake,Unknown,10,40
1/20/2014,Raymond Slabs,Salt Lake,Natural,3.5,125
1/18/2014,No No Name,Salt Lake,Snowmobiler,3,80
1/12/2014,Catherines,Salt Lake,Unknown,2,200
1/12/2014,Mineral Fork,Salt Lake,Skier,3.5,80
1/12/2014,Alexander Basin,Salt Lake,,,
1/11/2014,Gobblers,Salt Lake,Natural,16,150
1/10/2014,Tuscarora,Salt Lake,Natural,,
1/10/2014,Kessler Peak,Salt Lake,,,
1/10/2014,Cardiac Ridge,Salt Lake,Natural,2,60
1/10/2014,Cardiac Bowl,Salt Lake,Natural,,70
1/10/2014,Ivory Flakes,Salt Lake,Natural,2,50
1/10/2014,West Desolation Ridge,Salt Lake,Unknown,10,60
1/10/2014,Depth Hoar Bowl,Salt Lake,Natural,6,250
1/10/2014,Tuscarora,Salt Lake,Natural,2,100
1/10/2014,Snake Creek,Salt Lake,,,
1/10/2014,South Monitor Bowl,Salt Lake,Natural,3.5,200
1/10/2014,No Name Bowl,Salt Lake,Skier,2,150
1/10/2014,Raymond Peak,Salt Lake,Unknown,18,150
1/9/2014,Alexander Basin,Salt Lake,Skier,12,35
1/9/2014,Mineral Fork,Salt Lake,Natural,,150
1/9/2014,Reynolds Peak,Salt Lake,Natural,10,100
1/9/2014,Reynolds Peak,Salt Lake,Natural,12,40
1/6/2014,Pointy Peak,Salt Lake,Natural,,80

1/5/2014,Monitors,Salt Lake,Natural,15,15
12/25/2013,Hide A Way Park,Salt Lake,Skier,18,50
12/24/2013,Snake Creek,Salt Lake,Natural,,200
12/21/2013,,Salt Lake,Skier,2,125
12/21/2013,,Salt Lake,Skier,2.5,40
12/21/2013,Meadows,Salt Lake,Skier,2,50
12/20/2013,White Pine Canyon,Salt Lake,Snowmobiler,2,50
12/20/2013,White Pine Canyon,Salt Lake,Snowmobiler,2,35
12/20/2013,Grizzly Gulch,Salt Lake,Skier,,100
12/20/2013,Dutch Draw,Salt Lake,Skier,2.5,100
12/20/2013,Pioneer Ridge,Salt Lake,Snowboarder,2,60
12/20/2013,,Salt Lake,Skier,2.5,200
12/20/2013,All areas,Salt Lake,,,
12/19/2013,Davenport Hill,Salt Lake,Skier,12,150
12/19/2013,Dutch Draw,Salt Lake,Skier,2,40
12/19/2013,Silver Fork,Salt Lake,Snowboarder,2,40
12/19/2013,South Monitor Bowl,Salt Lake,Natural,19,25
12/19/2013,West Monitor,Salt Lake,Natural,15,15
12/19/2013,Scotts Bowl,Salt Lake,Natural,12,50
12/14/2013,Holy Toledo,Salt Lake,Skier,15,60
12/14/2013,Patsy Marly,Salt Lake,Skier,18,40
12/14/2013,Silver Fork,Salt Lake,Skier,12,20
12/10/2013,Cardiac Ridge,Salt Lake,Natural,16,45
12/9/2013,,Salt Lake,Skier,2,150
12/9/2013,Two Dogs,Salt Lake,Skier,10,150
12/9/2013,upper Days,Salt Lake,Skier,2,50
12/9/2013,Park City area mountians,Salt Lake,Skier,2,35
12/8/2013,West Monitor,Salt Lake,Natural,,60
12/8/2013,Corner Chute,Salt Lake,Skier,2,40
12/8/2013,Davenport Hill,Salt Lake,Snowboarder,3,60
12/8/2013,White Pine,Salt Lake,Skier,18,90
12/8/2013,Days Fork,Salt Lake,Skier,15,20
12/8/2013,All areas,Salt Lake,Natural,,
12/8/2013,Wilson Chutes,Salt Lake,Unknown,,
12/8/2013,Porter Fork,Salt Lake,Natural,,50
12/8/2013,Pioneer Ridge,Salt Lake,Unknown,12,125
12/8/2013,Sunset Peak,Salt Lake,Natural,13,125
12/7/2013,Red Baldy,Salt Lake,Natural,,
12/7/2013,East Bowl,Salt Lake,Skier,6,100
12/7/2013,Raymond Peak,Salt Lake,Snowboarder,20,50
12/7/2013,Cardiff Bowl,Salt Lake,Skier,6,20
12/7/2013,Butler Basin,Salt Lake,Natural,8,500
12/6/2013,Rocky Point,Salt Lake,Snowboarder,18,25
12/6/2013,Pioneer Bowl,Salt Lake,Unknown,,150
12/6/2013,Cardiff Fork,Salt Lake,Natural,,
12/5/2013,West Monitor,Salt Lake,Skier,6,25
12/5/2013,Rocky Point,Salt Lake,Skier,8,80
12/4/2013,10420,Salt Lake,Skier,2,60
12/4/2013,Scotts Peak,Salt Lake,Natural,16,100
12/3/2013,Scotts Bowl,Salt Lake,Natural,10,50

12/3/2013,Dog Lake Chutes,Salt Lake,Skier,4,35
12/3/2013,Evergreen Ridge,Salt Lake,Skier,12,100
12/3/2013,Salt Lake,Salt Lake,Snow Bike,6,25
12/3/2013,10420,Salt Lake,Natural,4,400
12/3/2013,Park City Ski Resort,Salt Lake,Skier,8,60
12/3/2013,Park City Ridgeline,Salt Lake,Skier,16,80
12/3/2013,Evergreen Ridge,Salt Lake,Skier,12,60
11/24/2013,Davenport Hill,Salt Lake,,18,60
11/24/2013,Hide A Way Park,Salt Lake,Unknown,,
11/17/2013,,Salt Lake,Skier,2,150
11/17/2013,Cardiac Bowl,Salt Lake,Skier,,70
11/17/2013,Sunset Peak,Salt Lake,Skier,2,45
11/17/2013,Patsy Marly,Salt Lake,Skier,4,60
11/17/2013,Twin Lakes Pass,Salt Lake,Skier,2,25
11/17/2013,Davenport Hill,Salt Lake,Unknown,15,
11/17/2013,Deer Valley,Salt Lake,Unknown,2.5,40
11/16/2013,Alta Periphery,Salt Lake,Skier,6,15
11/16/2013,Rocky Point,Salt Lake,Skier,8,60
11/6/2013,Mt Baldy,Salt Lake,Skier,2,200
10/29/2013,Collins Gulch,Salt Lake,Skier,10,60
10/29/2013,Collins Gulch,Salt Lake,Skier,10,30
10/29/2013,Pioneer Bowl,Salt Lake,Natural,12,500
10/29/2013,Brighton,Salt Lake,Natural,10,50
5/19/2013,Snowbird Ski Resort,Salt Lake,Skier,15,5
5/16/2013,Squaretop,Salt Lake,Natural,,300
5/5/2013,Pfeifferhorn,Salt Lake,Natural,18,150
5/5/2013,Broads Fork,Salt Lake,Natural,4,200
5/2/2013,Lone Peak,Salt Lake,Natural,,
4/28/2013,Gods Lawnmower,Salt Lake,Natural,,
4/21/2013,Seagull,Salt Lake,Snowboarder,12,70
4/21/2013,Little Superior,Salt Lake,Skier,8,90
4/21/2013,Mt Olympus,Salt Lake,Natural,6,40
4/20/2013,Twin Lakes Pass,Salt Lake,Skier,10,150
4/20/2013,Rocky Point,Salt Lake,Natural,14,500
4/20/2013,MacDonalds Draw,Salt Lake,Natural,6,40
4/20/2013,Cardiff Pass,Salt Lake,Skier,8,200
4/20/2013,Raymond Glade,Salt Lake,Skier,8,100
4/18/2013,Wolverine Cirque,Salt Lake,Skier,12,
4/11/2013,Cardiff Pass,Salt Lake,Skier,9,60
4/11/2013,,Salt Lake,Skier,8,45
4/10/2013,West Monitor,Salt Lake,Skier,10,30
4/9/2013,Little Superior,Salt Lake,Natural,2,
4/9/2013,Claytons,Salt Lake,Snowboarder,10,175
4/9/2013,Toledo Bowl,Salt Lake,Skier,18,200
4/9/2013,Grizzly Gulch,Salt Lake,Snowboarder,9,30
4/4/2013,Stairs Gulch,Salt Lake,Natural,,
4/2/2013,Patsy Marly,Salt Lake,Skier,12,50
4/2/2013,Cardiff Peak,Salt Lake,Skier,16,60
4/2/2013,Grizzly Gulch,Salt Lake,Skier,12,
3/26/2013,,Salt Lake,Skier,8,200

3/25/2013,,Salt Lake,Skier,18,60
3/24/2013,Dromedary Peak,Salt Lake,Skier,21,100
3/24/2013,Santiago,Salt Lake,Skier,15,100
3/23/2013,Banana Days,Salt Lake,Skier,12,25
3/23/2013,Little Superior,Salt Lake,Skier,9,60
3/23/2013,Days Headwall,Salt Lake,Skier,6,80
3/23/2013,West Monitor,Salt Lake,Skier,22,40
3/23/2013,Oingo Boingo,Salt Lake,Skier,6,50
3/23/2013,Catchers Mit,Salt Lake,Skier,20,60
3/23/2013,Meadows,Salt Lake,Skier,10,80
3/23/2013,Flanigans,Salt Lake,Snowboarder,12,30
3/22/2013,Banana Days,Salt Lake,Skier,10,100
3/21/2013,Key hole,Salt Lake,Skier,11,35
3/21/2013,Pioneer Peak,Salt Lake,Skier,10,50
3/21/2013,Mill B South,Salt Lake,Natural,10,25
3/21/2013,Hypodermic Needle,Salt Lake,Natural,20,60
3/20/2013,Upper Days,Salt Lake,Skier,8,150
3/18/2013,Reynolds Pk,Salt Lake,Skier,,
3/16/2013,Salt Lake,Salt Lake,Natural,3,
3/15/2013,Superior,Salt Lake,Natural,,
3/15/2013,West Monitor,Salt Lake,Natural,3,175
3/15/2013,Broads Fork,Salt Lake,Natural,,
3/11/2013,The Fang,Salt Lake,Skier,6,20
3/10/2013,Catherine's Pass,Salt Lake,Unknown,12,50
3/10/2013,West Willow,Salt Lake,Unknown,15,100
3/10/2013,Superior,Salt Lake,Skier,4,80
3/10/2013,The Fang,Salt Lake,Skier,6,10
3/10/2013,Diving Board,Salt Lake,,,
3/10/2013,Wolverine,Salt Lake,Skier,,
3/9/2013,Shale Shot,Salt Lake,Skier,18,30
3/9/2013,Alexander Basin,Salt Lake,Snowboarder,2.5,35
3/9/2013,Little Pine,Salt Lake,Skier,5,40
3/9/2013,Python Chutes,Salt Lake,Skier,,
3/5/2013,Little Superior,Salt Lake,Skier,,15
3/5/2013,Superior,Salt Lake,Skier,10,100
3/5/2013,Superior,Salt Lake,Skier,3,20
3/4/2013,Jaws,Salt Lake,Skier,8,50
3/4/2013,Reynolds Peak,Salt Lake,Snowboarder,6,50
3/4/2013,Superior,Salt Lake,Skier,16,150
3/4/2013,Cardiac Ridge,Salt Lake,Skier,10,60
3/4/2013,Dutch Draw,Salt Lake,Unknown,8,40
3/4/2013,Summit Park,Salt Lake,Skier,2.5,175
3/3/2013,Cardiff Fork,Salt Lake,Skier,8,20
3/2/2013,Main Porter,Salt Lake,Snowboarder,2,30
2/28/2013,Wyatt Couloir,Salt Lake,Natural,16,100
2/26/2013,Shale Shot,Salt Lake,Skier,12,40
2/25/2013,Toledo Peak,Salt Lake,Skier,,
2/25/2013,Hellgate,Salt Lake,Skier,12,50
2/24/2013,Back Bowls,Salt Lake,Skier,14,125
2/24/2013,Two Trees,Salt Lake,Skier,,

2/24/2013,Canyons side country,Salt Lake,Skier,8,200
2/24/2013,Tuscarora,Salt Lake,Skier,18,100
2/24/2013,Back Bowls,Salt Lake,Skier,14,70
2/24/2013,Toledo Bowl,Salt Lake,Snowboarder,10,150
2/19/2013,Red Pine Gulch,Salt Lake,Skier,18,70
2/19/2013,Hogum,Salt Lake,Skier,5,100
2/19/2013,Hogum,Salt Lake,Skier,20,100
2/17/2013,Little Water Peak,Salt Lake,,5,200
2/17/2013,Session Mountains,Salt Lake,Snowmobiler,12,40
2/16/2013,Cardiff Fork,Salt Lake,Natural,16,40
2/15/2013,Emma Ridges,Salt Lake,Skier,5,20
2/14/2013,Maybird Gulch,Salt Lake,Skier,16,60
2/12/2013,Little Superior,Salt Lake,Skier,12,30
2/11/2013,Broads Fork,Salt Lake,Skier,,
2/10/2013,,Salt Lake,Natural,5,250
2/3/2013,,Salt Lake,Skier,2.5,200
2/3/2013,Park City Ridgeline,Salt Lake,Skier,18,80
2/2/2013,Upper Days,Salt Lake,Skier,2.5,50
2/2/2013,,Salt Lake,Skier,3,200
2/1/2013,Little Willow,Salt Lake,Unknown,15,175
2/1/2013,Little Willow,Salt Lake,Unknown,15,150
2/1/2013,Sun Dial,Salt Lake,Unknown,2.5,300
1/31/2013,Bear Trap,Salt Lake,Skier,18,60
1/31/2013,South Monitor,Salt Lake,Natural,2,400
1/30/2013,Reynolds Peak,Salt Lake,Skier,3,40
1/28/2013,Maybird Gulch,Salt Lake,Skier,2,200
1/28/2013,Back Bowls,Salt Lake,Skier,3,80
1/28/2013,Back Bowls,Salt Lake,Skier,3,100
1/27/2013,West Desolation Ridge,Salt Lake,Skier,12,40
1/27/2013,Snake Creek,Salt Lake,Snowboarder,8,
1/26/2013,Red Pine Gulch,Salt Lake,,14,40
1/26/2013,Red Baldy,Salt Lake,Skier,12,125
1/24/2013,Bowman Fork,Salt Lake,Unknown,,15
1/23/2013,White Pine,Salt Lake,Skier,,50
1/18/2013,Grandview Peak,Salt Lake,Natural,12,50
1/17/2013,Cardiac Ridge,Salt Lake,,6,20
1/16/2013,Two Trees,Salt Lake,Skier,,
1/15/2013,Superior,Salt Lake,Natural,,60
1/15/2013,Little Superior,Salt Lake,Skier,2.5,400
1/13/2013,Cardiac Ridge,Salt Lake,Natural,,200
1/13/2013,West Monitor,Salt Lake,Skier,,
1/13/2013,West Monitor,Salt Lake,Unknown,,100
1/12/2013,Scotties Bowl,Salt Lake,Skier,11,80
1/12/2013,Broads Fork,Salt Lake,Natural,2,300
1/12/2013,,Salt Lake,Skier,18,125
1/12/2013,West Willow,Salt Lake,Skier,12,30
1/12/2013,Mt Aire,Salt Lake,Skier,18,100
1/12/2013,Mt Aire,Salt Lake,Skier,20,70
1/12/2013,,Salt Lake,Skier,2,700
1/12/2013,Antelope Island,Salt Lake,Skier,18,20

1/11/2013,Diving Board,Salt Lake,Natural,2.5,300
1/11/2013,Alexander Basin,Salt Lake,Skier,18,50
1/11/2013,Mt Aire,Salt Lake,,,
1/9/2013,Lewis Peak,Salt Lake,Snowmobiler,3,100
1/3/2013,Wolverine Cirque,Salt Lake,Skier,,
1/2/2013,Shale Shot,Salt Lake,Skier,12,50
1/1/2013,Pt. Supreme,Salt Lake,Skier,12,40
12/31/2012,Broads Fork,Salt Lake,Natural,3,
12/28/2012,Wall of Voodoo,Salt Lake,Unknown,,
12/28/2012,Gobblers Knob,Salt Lake,Skier,2,100
12/28/2012,Lackawaxen,Salt Lake,Snowboarder,12,100
12/28/2012,Lake Mary Chutes,Salt Lake,Skier,14,20
12/28/2012,Alexander Chutes,Salt Lake,Skier,18,50
12/28/2012,Gobblers Knob,Salt Lake,Skier,2,175
12/27/2012,Kessler,Salt Lake,Skier,3,50
12/27/2012,Days Fork,Salt Lake,Skier,14,60
12/27/2012,Cinder Chutes,Salt Lake,Skier,12,30
12/26/2012,White Pine,Salt Lake,Skier,2.5,50
12/23/2012,Cardiff Fork,Salt Lake,Unknown,4.5,35
12/23/2012,Murdock Peak,Salt Lake,Unknown,2,70
12/21/2012,Cinder Chutes,Salt Lake,Natural,,
12/20/2012,Maybird Gulch,Salt Lake,Natural,,
12/19/2012,Dutch Draw,Salt Lake,Snowboarder,2.5,300
12/18/2012,Lackawaxen,Salt Lake,Snowboarder,3,80
12/18/2012,Millicent Peak,Salt Lake,Explosive,3.5,250
12/17/2012,Bullen Basin,Salt Lake,Natural,3,80
12/17/2012,Millicent Peak,Salt Lake,,2,50
12/17/2012,Brighton Hill,Salt Lake,Natural,10,5
12/17/2012,MacDonalds Draw,Salt Lake,Natural,3,200
12/15/2012,Sound of Music,Salt Lake,Skier,14,50
12/15/2012,Rocky Point,Salt Lake,Skier,,
12/14/2012,Cardiac Bowl,Salt Lake,Skier,14,20
12/14/2012,Two Dogs,Salt Lake,Unknown,2.5,60
12/14/2012,Millicent Peak,Salt Lake,Explosive,4,300
12/13/2012,Cardiff Fork,Salt Lake,,3,50
12/11/2012,MacDonalds Draw,Salt Lake,Skier,2,100
12/11/2012,Jupiter,Salt Lake,Skier,18,500
12/10/2012,Little Water Peak,Salt Lake,Skier,18,250
12/9/2012,Reynolds Peak,Salt Lake,Skier,18,150
12/9/2012,Squaretop,Salt Lake,Skier,16,100
12/8/2012,Superior,Salt Lake,Unknown,,80
12/8/2012,Banana Days,Salt Lake,Skier,2,60
11/29/2012,Snake Creek,Salt Lake,Skier,6,15
11/12/2012,Silver Fork Headwall,Salt Lake,Skier,2.5,60
11/11/2012,Sunset Peak,Salt Lake,Skier,3.5,"1,500"
11/11/2012,Emma Ridges,Salt Lake,Skier,18,50
11/11/2012,Two Dogs,Salt Lake,Skier,3,70
11/11/2012,Patsy Marly,Salt Lake,Skier,2.5,100
11/10/2012,Pioneer Ridge,Salt Lake,Skier,2,20
11/10/2012,Pioneer Bowl,Salt Lake,Natural,,

11/10/2012,Grizzly Gulch,Salt Lake,Skier,2,125
11/9/2012,Sunset Peak,Salt Lake,Snowboarder,14,80
5/5/2012,Broads Fork,Salt Lake,Natural,,
4/27/2012,Little Cottonwood Canyon,Salt Lake,Explosive,4,150
4/24/2012,Stairs Gulch,Salt Lake,Natural,,200
4/23/2012,Gods Lawnmower,Salt Lake,Natural,3,250
4/23/2012,Stairs Gulch,Salt Lake,Natural,,70
4/23/2012,Little Cottonwood Canyon,Salt Lake,Natural,,
4/22/2012,Superior,Salt Lake,Unknown,,
4/20/2012,Y Coulior,Salt Lake,Natural,,
4/15/2012,Scotts Bowl,Salt Lake,Skier,10,300
4/15/2012,Mill B South,Salt Lake,Natural,,100
4/13/2012,Squaretop,Salt Lake,Unknown,8,80
4/12/2012,,Salt Lake,Skier,,10
4/8/2012,Banana Days,Salt Lake,Skier,6,20
4/8/2012,Canyons side country,Salt Lake,Snowboarder,,50
4/7/2012,Toledo Chutes,Salt Lake,Skier,,
4/7/2012,Dutch Draw,Salt Lake,Natural,,50
4/2/2012,Home Run,Salt Lake,Unknown,,70
4/2/2012,Bells Canyon,Salt Lake,Natural,,60
3/30/2012,Mill B South,Salt Lake,Unknown,4,
3/20/2012,Wall of Voodoo,Salt Lake,Skier,3,70
3/19/2012,Gods Lawnmower,Salt Lake,Skier,3,350
3/15/2012,Red Pine Gulch,Salt Lake,Unknown,,25
3/14/2012,Y Coulior,Salt Lake,Skier,,
3/12/2012,Canyons side country,Salt Lake,Natural,10,35
3/9/2012,Holy Toledo,Salt Lake,Natural,2,250
3/5/2012,Cinder Chutes,Salt Lake,Natural,,70
3/5/2012,Pinecone Ridge,Salt Lake,Natural,12,200
3/5/2012,Raymond Peak,Salt Lake,Natural,,
3/4/2012,Meadows,Salt Lake,Natural,2,100
3/4/2012,Park City Ridgeline,Salt Lake,Unknown,4.5,700
3/4/2012,Little Water,Salt Lake,Unknown,,
3/4/2012,Cardiac Ridge,Salt Lake,Unknown,,
3/4/2012,Mt Aire,Salt Lake,Skier,2,200
3/4/2012,,Salt Lake,Snowboarder,2.5,60
3/4/2012,Butler Basin,Salt Lake,Unknown,,
3/4/2012,Butler Basin,Salt Lake,Natural,20,80
3/4/2012,Butler Fork,Salt Lake,Natural,,
3/4/2012,Mountain Dell Canyon,Salt Lake,Natural,18,"1,000"
3/4/2012,Alexander Basin,Salt Lake,Natural,,
3/4/2012,Kessler Peak,Salt Lake,Natural,12,100
3/4/2012,Davenport Hill,Salt Lake,Explosive,2.5,900
3/4/2012,Patsy Marly,Salt Lake,Explosive,3,300
3/4/2012,Lake Mary,Salt Lake,Unknown,9,50
3/4/2012,Flagstaff Ridge,Salt Lake,Natural,2.5,350
3/4/2012,Toll Canyon,Salt Lake,Snowboarder,2,300
3/3/2012,West Monitor,Salt Lake,Unknown,2,100
3/3/2012,Mineral Fork,Salt Lake,Skier,2,150
3/3/2012,Reynolds Peak,Salt Lake,Natural,,

3/3/2012,,Salt Lake,Unknown,,60
3/3/2012,,Salt Lake,Skier,,
3/3/2012,Lambs Canyon,Salt Lake,Skier,3,350
3/3/2012,Reynolds East Face Shoulder,Salt Lake,Skier,3,300
3/3/2012,West Willow,Salt Lake,Unknown,,"1,000"
3/3/2012,Reynolds Peak,Salt Lake,Natural,14,70
3/3/2012,west porter,Salt Lake,Unknown,2.5,300
3/3/2012,Mt Aire,Salt Lake,Skier,2,100
3/2/2012,Bear Trap,Salt Lake,Natural,20,150
3/2/2012,South Face of Reynolds,Salt Lake,Skier,18,200
3/2/2012,Silver Fork,Salt Lake,Skier,2.5,150
3/2/2012,West Bowl,Salt Lake,Natural,2,250
3/2/2012,Main Days,Salt Lake,Natural,2.5,"1,000"
3/2/2012,Dougs Drop,Salt Lake,Natural,2.5,250
3/2/2012,Lambs Canyon,Salt Lake,Skier,3,
3/1/2012,Hidden Canyon,Salt Lake,Snowboarder,6,30
3/1/2012,Brighton Perimeter,Salt Lake,Explosive,3,80
3/1/2012,Kessler Peak,Salt Lake,Unknown,,100
3/1/2012,Bonkers,Salt Lake,Natural,,150
3/1/2012,Canyons side country,Salt Lake,Unknown,2,80
3/1/2012,Toots to Boot,Salt Lake,Natural,2,
3/1/2012,Monitors,Salt Lake,Natural,3,900
3/1/2012,Brighton Perimeter,Salt Lake,Skier,2,350
3/1/2012,Meadows,Salt Lake,Skier,2,150
3/1/2012,Raymond Peak,Salt Lake,Natural,,
2/29/2012,Tuscarora,Salt Lake,Natural,5,300
2/29/2012,West Monitor,Salt Lake,Natural,,250
2/28/2012,Davenport Hill,Salt Lake,Skier,2.5,100
2/28/2012,Main Porter,Salt Lake,Unknown,10,150
2/28/2012,Alexander Basin,Salt Lake,Skier,8,200
2/28/2012,South Monitor Bowl,Salt Lake,Skier,18,150
2/28/2012,Summit Park,Salt Lake,Skier,2.5,100
2/28/2012,East Bowl,Salt Lake,Skier,12,200
2/26/2012,Cardiff Pass,Salt Lake,Skier,12,175
2/26/2012,Dutch Draw,Salt Lake,Skier,,125
2/26/2012,Days Fork,Salt Lake,Skier,12,125
2/24/2012,Ivory Slabs,Salt Lake,Explosive,,
2/24/2012,Wall of Voodoo,Salt Lake,Skier,,
2/24/2012,Ivory Slabs,Salt Lake,Explosive,,
